インスタンスタイプ,インスタンスファミリー,インスタンスサイズ,アベイラビリティーゾーン,無料利用枠の対象,無料トライアルが利用できます,ベアメタル,ハイパーバイザー,vCPU,アーキテクチャ,コア,有効なコア,コアごとのスレッド,コアあたり有効なスレッド,持続クロック速度 (GHz),メモリ (GiB),ストレージ (GB),ローカルインスタンスストレージ,ストレージタイプ,ストレージディスク数,EBS 暗号化のサポート,EBS 最適化のサポート,ネットワークパフォーマンス,ベースライン帯域幅 (Gbps),バースト帯域幅 (Gbps),ENA 対応,ネットワークインターフェイスの最大数,インターフェイスあたりの IPv4 アドレス,インターフェイスあたりの IPv6 アドレス,IPv6 サポート,サポートされているプレイスメントグループ戦略,GPU,FPGA,自動復旧のサポート,サポートされているルートデバイスタイプ,Dedicated Host のサポート,オンデマンド休止のサポート,バースト可能パフォーマンスのサポート,現行世代,ENA Express のサポート,オンデマンド Windows 料金(USD/時間),オンデマンド Linux 料金(USD/時間),オンデマンド SUSE 料金(USD/時間),オンデマンド RHEL 料金(USD/時間),"オンデマンド ap-northeast-1-tpe-1 Windows 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 SUSE 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 RHEL 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 Linux 料金(USD/時間)",最大帯域幅 (Mbps),最大スループット (MB/秒､128 KiB I/O),最大 IOPS (16 KiB I/O),ベースラインの帯域幅 (Mbps),ベースラインスループット (MB/秒、128 KiB I/O),ベースライン IOPS (16 KiB I/O)
i4i.32xlarge,i4i,32xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,30000,True,ssd,8,supported,default,75G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,TRUE,18.7712,12.8832,13.0082,13.0132,,,,,40000,5000,160000,40000,5000,160000
i4i.metal,i4i,metal,"az1, az2, az4",FALSE,FALSE,TRUE,,128,x86_64,64,-,2,-,3.5,1024,30000,True,ssd,8,supported,default,75G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,TRUE,18.771,12.883,13.008,13.013,,,,,40000,5000,160000,40000,5000,160000
im4gn.large,im4gn,large,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,2,arm64,2,"1,2",1,1,2.5,8,937,True,ssd,1,supported,default,max 25G,3.125,25,required,3,10,10,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.21338,0.26968,0.27338,,,,,10000,1250,40000,1250,156.25,5000
im4gn.xlarge,im4gn,xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,1875,True,ssd,1,supported,default,max 25G,6.25,25,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.42676,0.48306,0.48676,,,,,10000,1250,40000,2500,312.5,10000
im4gn.2xlarge,im4gn,2xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,3750,True,ssd,1,supported,default,max 25G,12.5,25,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.85351,0.97851,0.98351,,,,,10000,1250,40000,5000,625,20000
im4gn.4xlarge,im4gn,4xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,7500,True,ssd,1,supported,default,25G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,1.70702,1.83202,1.83702,,,,,10000,1250,40000,10000,1250,40000
im4gn.8xlarge,im4gn,8xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,128,15000,True,ssd,2,supported,default,50G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,3.41405,3.53905,3.54405,,,,,20000,2500,80000,20000,2500,80000
im4gn.16xlarge,im4gn,16xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,256,30000,True,ssd,4,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,TRUE,,6.8281,6.9531,6.9581,,,,,40000,5000,160000,40000,5000,160000
inf1.xlarge,inf1,xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,4,x86_64,2,2,2,"1,2",2.5,8,-,-,-,-,supported,default,max 25G,5,25,required,4,10,10,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,TRUE,FALSE,,0.308,0.364,0.368,,,,,4750,593.75,20000,1190,148.75,4000
inf1.2xlarge,inf1,2xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,16,-,-,-,-,supported,default,max 25G,5,25,required,4,10,10,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,TRUE,FALSE,,0.489,0.614,0.619,,,,,4750,593.75,20000,1190,148.75,6000
inf1.6xlarge,inf1,6xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",2.5,48,-,-,-,-,supported,default,25G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,TRUE,FALSE,,1.594,1.719,1.724,,,,,4750,593.75,20000,4750,593.75,20000
inf1.24xlarge,inf1,24xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",2.5,192,-,-,-,-,supported,default,100G,-,-,required,11,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,6.376,6.501,6.506,,,,,19000,2375,80000,19000,2375,80000
is4gen.medium,is4gen,medium,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,1,arm64,1,1,1,1,2.5,6,937,True,ssd,1,supported,default,max 25G,1.562,25,required,2,4,4,True,"cluster, partition, spread",-,-,-,ebs,-,-,-,TRUE,FALSE,,0.16958,0.22588,0.22958,,,,,10000,1250,40000,625,78.12,2500
is4gen.large,is4gen,large,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,2,arm64,2,"1,2",1,1,2.5,12,1875,True,ssd,1,supported,default,max 25G,3.125,25,required,3,10,10,True,"cluster, partition, spread",-,-,-,ebs,-,-,-,TRUE,FALSE,,0.33915,0.39545,0.39915,,,,,10000,1250,40000,1250,156.25,5000
is4gen.xlarge,is4gen,xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,24,3750,True,ssd,1,supported,default,max 25G,6.25,25,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,-,-,-,TRUE,FALSE,,0.6783,0.7346,0.7383,,,,,10000,1250,40000,2500,312.5,10000
is4gen.2xlarge,is4gen,2xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,48,7500,True,ssd,1,supported,default,max 25G,12.5,25,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,-,-,-,TRUE,FALSE,,1.3566,1.4816,1.4866,,,,,10000,1250,40000,5000,625,20000
is4gen.4xlarge,is4gen,4xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,96,15000,True,ssd,2,supported,default,25G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,-,-,-,TRUE,FALSE,,2.7132,2.8382,2.8432,,,,,10000,1250,40000,10000,1250,40000
is4gen.8xlarge,is4gen,8xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,192,30000,True,ssd,4,supported,default,50G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,-,-,-,TRUE,FALSE,,5.4264,5.5514,5.5564,,,,,20000,2500,80000,20000,2500,80000
m1.small,m1,small,"az4, az1",FALSE,FALSE,FALSE,xen,1,"i386, x86_64",1,-,1,-,,1.7,160,True,hdd,1,supported,unsupported,Low,-,-,unsupported,2,4,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,FALSE,FALSE,0.088,0.061,0.091,0.121,,,,,-,-,-,-,-,-
m1.medium,m1,medium,"az1, az4",FALSE,FALSE,FALSE,xen,1,"i386, x86_64",1,-,1,-,,3.7,410,True,hdd,1,supported,unsupported,中,-,-,unsupported,2,6,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,FALSE,FALSE,0.177,0.122,0.222,0.182,,,,,-,-,-,-,-,-
m1.large,m1,large,"az4, az1",FALSE,FALSE,FALSE,xen,2,x86_64,2,-,1,-,,7.5,840,True,hdd,2,supported,supported,中,-,-,unsupported,3,10,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,FALSE,FALSE,0.353,0.243,0.343,0.303,,,,,500,62.5,4000,500,62.5,0
m1.xlarge,m1,xlarge,"az1, az4",FALSE,FALSE,FALSE,xen,4,x86_64,4,-,1,-,,15,1680,True,hdd,4,supported,supported,高,-,-,unsupported,4,15,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,FALSE,FALSE,0.706,0.486,0.586,0.546,,,,,1000,125,8000,1000,125,0
m2.xlarge,m2,xlarge,"az1, az4",FALSE,FALSE,FALSE,xen,2,x86_64,2,"1,2",1,1,,17.1,420,True,hdd,1,supported,unsupported,中,-,-,unsupported,4,15,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,FALSE,FALSE,0.352,0.287,0.387,0.347,,,,,-,-,-,-,-,-
m2.2xlarge,m2,2xlarge,"az4, az1",FALSE,FALSE,FALSE,xen,4,x86_64,4,"1,2,3,4",1,1,,34.2,850,True,hdd,1,supported,supported,中,-,-,unsupported,4,30,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,FALSE,FALSE,0.705,0.575,0.675,0.635,,,,,500,62.5,4000,500,62.5,0
m2.4xlarge,m2,4xlarge,"az1, az4",FALSE,FALSE,FALSE,xen,8,x86_64,8,"1,2,3,4,5,6,7,8",1,1,,68.4,1680,True,hdd,2,supported,supported,高,-,-,unsupported,8,30,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,FALSE,FALSE,1.41,1.15,1.25,1.28,,,,,1000,125,8000,1000,125,0
m3.medium,m3,medium,"az4, az1",FALSE,FALSE,FALSE,xen,1,x86_64,1,-,1,-,2.5,3.75,4,True,ssd,1,supported,unsupported,中,-,-,unsupported,2,6,-,-,"partition, spread",-,-,True,"ebs, instance-store",True,True,-,FALSE,FALSE,0.146,0.096,0.196,0.156,,,,,-,-,-,-,-,-
m3.large,m3,large,"az1, az4",FALSE,FALSE,FALSE,xen,2,x86_64,1,1,2,"1,2",2.5,7.5,32,True,ssd,1,supported,unsupported,中,-,-,unsupported,3,10,-,-,"partition, spread",-,-,True,"ebs, instance-store",True,True,-,FALSE,FALSE,0.292,0.193,0.293,0.253,,,,,-,-,-,-,-,-
m3.xlarge,m3,xlarge,"az4, az1",FALSE,FALSE,FALSE,xen,4,x86_64,2,"1,2",2,"1,2",2.5,15,80,True,ssd,2,supported,supported,高,-,-,unsupported,4,15,-,-,"partition, spread",-,-,True,"ebs, instance-store",True,True,-,FALSE,FALSE,0.583,0.385,0.485,0.445,,,,,500,62.5,4000,500,62.5,0
m3.2xlarge,m3,2xlarge,"az1, az4",FALSE,FALSE,FALSE,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.5,30,160,True,ssd,2,supported,supported,高,-,-,unsupported,4,30,-,-,"partition, spread",-,-,True,"ebs, instance-store",True,True,-,FALSE,FALSE,1.166,0.77,0.87,0.9,,,,,1000,125,8000,1000,125,0
m4.large,m4,large,"az1, az4, az2",FALSE,FALSE,FALSE,xen,2,x86_64,1,1,2,"1,2",2.4,8,-,-,-,-,supported,default,中,-,-,unsupported,2,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,FALSE,FALSE,0.221,0.129,0.229,0.189,,,,,450,56.25,3600,450,56.25,3600
m4.xlarge,m4,xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,xen,4,x86_64,2,"1,2",2,"1,2",2.4,16,-,-,-,-,supported,default,高,-,-,unsupported,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,FALSE,FALSE,0.442,0.258,0.358,0.318,,,,,750,93.75,6000,750,93.75,6000
m4.2xlarge,m4,2xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.4,32,-,-,-,-,supported,default,高,-,-,unsupported,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,FALSE,FALSE,0.884,0.516,0.616,0.646,,,,,1000,125,8000,1000,125,8000
m4.4xlarge,m4,4xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.4,64,-,-,-,-,supported,default,高,-,-,unsupported,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,FALSE,FALSE,1.768,1.032,1.132,1.162,,,,,2000,250,16000,2000,250,16000
m4.10xlarge,m4,10xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,xen,40,x86_64,20,"2,4,6,8,10,12,14,16,18,20",2,"1,2",2.4,160,-,-,-,-,supported,default,10G,-,-,unsupported,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,FALSE,FALSE,4.42,2.58,2.68,2.71,,,,,4000,500,32000,4000,500,32000
m4.16xlarge,m4,16xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,256,-,-,-,-,supported,default,25G,-,-,supported,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,FALSE,FALSE,7.072,4.128,4.228,4.258,,,,,10000,1250,65000,10000,1250,65000
m5.large,m5,large,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",3.1,8,-,-,-,-,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.216,0.124,0.18,0.184,,,,,4750,593.75,18750,650,81.25,3600
m5.xlarge,m5,xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,4,x86_64,2,2,2,"1,2",3.1,16,-,-,-,-,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.432,0.248,0.304,0.308,,,,,4750,593.75,18750,1150,143.75,6000
m5.2xlarge,m5,2xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,32,-,-,-,-,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.864,0.496,0.596,0.626,0.988,0.745,0.75,0.62,4750,593.75,18750,2300,287.5,12000
m5.4xlarge,m5,4xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,64,-,-,-,-,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,1.728,0.992,1.092,1.122,,,,,4750,593.75,18750,4750,593.75,18750
m5.8xlarge,m5,8xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,128,-,-,-,-,supported,default,10G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,3.456,1.984,2.084,2.114,,,,,6800,850,30000,6800,850,30000
m5.12xlarge,m5,12xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,192,-,-,-,-,supported,default,12G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,5.184,2.976,3.076,3.106,,,,,9500,1187.5,40000,9500,1187.5,40000
m5.16xlarge,m5,16xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,256,-,-,-,-,supported,default,20G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,6.912,3.968,4.068,4.098,,,,,13600,1700,60000,13600,1700,60000
m5.24xlarge,m5,24xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,384,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,10.368,5.952,6.052,6.082,,,,,19000,2375,80000,19000,2375,80000
m5.metal,m5,metal,"az1, az4, az2",FALSE,FALSE,TRUE,,96,x86_64,48,-,2,-,3.1,384,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,10.368,5.952,6.052,6.082,,,,,19000,2375,80000,19000,2375,80000
m5a.large,m5a,large,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",2.5,8,-,-,-,-,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,-,True,-,TRUE,FALSE,0.204,0.112,0.168,0.172,,,,,2880,360,16000,650,81.25,3600
m5a.xlarge,m5a,xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,4,x86_64,2,2,2,"1,2",2.5,16,-,-,-,-,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,-,True,-,TRUE,FALSE,0.408,0.224,0.28,0.284,,,,,2880,360,16000,1085,135.62,6000
m5a.2xlarge,m5a,2xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,32,-,-,-,-,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,-,True,-,TRUE,FALSE,0.816,0.448,0.573,0.578,,,,,2880,360,16000,1580,197.5,8333
m5a.4xlarge,m5a,4xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.5,64,-,-,-,-,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,-,True,-,TRUE,FALSE,1.632,0.896,1.021,1.026,,,,,2880,360,16000,2880,360,16000
m5a.8xlarge,m5a,8xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,128,-,-,-,-,supported,default,max 10G,7.5,10,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,-,True,-,TRUE,FALSE,3.264,1.792,1.917,1.922,,,,,4750,593.75,20000,4750,593.75,20000
m5a.12xlarge,m5a,12xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.5,192,-,-,-,-,supported,default,10G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,TRUE,FALSE,4.896,2.688,2.813,2.818,,,,,6780,847.5,30000,6780,847.5,30000
m5a.16xlarge,m5a,16xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,256,-,-,-,-,supported,default,12G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,TRUE,FALSE,6.528,3.584,3.709,3.714,,,,,9500,1187.5,40000,9500,1187.5,40000
m5a.24xlarge,m5a,24xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.5,384,-,-,-,-,supported,default,20G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,TRUE,FALSE,9.792,5.376,5.501,5.506,,,,,13750,1718.75,60000,13750,1718.75,60000
m5ad.large,m5ad,large,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",2.2,8,75,True,ssd,1,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,-,ebs,-,True,-,TRUE,FALSE,0.226,0.134,0.19,0.194,,,,,2880,360,16000,650,81.25,3600
m5ad.xlarge,m5ad,xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,4,x86_64,2,2,2,"1,2",2.2,16,150,True,ssd,1,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,-,True,-,TRUE,FALSE,0.452,0.268,0.324,0.328,,,,,2880,360,16000,1085,135.62,6000
m5ad.2xlarge,m5ad,2xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,32,300,True,ssd,1,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,-,True,-,TRUE,FALSE,0.904,0.536,0.661,0.666,,,,,2880,360,16000,1580,197.5,8333
m5ad.4xlarge,m5ad,4xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.2,64,600,True,ssd,2,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,-,True,-,TRUE,FALSE,1.808,1.072,1.197,1.202,,,,,2880,360,16000,2880,360,16000
m5ad.8xlarge,m5ad,8xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,128,1200,True,ssd,2,supported,default,max 10G,7.5,10,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,-,True,-,TRUE,FALSE,3.616,2.144,2.269,2.274,,,,,4750,593.75,20000,4750,593.75,20000
m5ad.12xlarge,m5ad,12xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.2,192,1800,True,ssd,2,supported,default,10G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,-,-,-,TRUE,FALSE,5.424,3.216,3.341,3.346,,,,,6780,847.5,30000,6780,847.5,30000
m5ad.16xlarge,m5ad,16xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,256,2400,True,ssd,4,supported,default,12G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,-,-,-,TRUE,FALSE,7.232,4.288,4.413,4.418,,,,,9500,1187.5,40000,9500,1187.5,40000
m5ad.24xlarge,m5ad,24xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.2,384,3600,True,ssd,4,supported,default,20G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,-,-,-,TRUE,FALSE,10.848,6.432,6.557,6.562,,,,,13750,1718.75,60000,13750,1718.75,60000
m5d.large,m5d,large,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",3.1,8,75,True,ssd,1,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,0.238,0.146,0.202,0.206,,,,,4750,593.75,18750,650,81.25,3600
m5d.xlarge,m5d,xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,4,x86_64,2,2,2,"1,2",3.1,16,150,True,ssd,1,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,0.476,0.292,0.348,0.352,,,,,4750,593.75,18750,1150,143.75,6000
m5d.2xlarge,m5d,2xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,32,300,True,ssd,1,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,0.952,0.584,0.684,0.714,,,,,4750,593.75,18750,2300,287.5,12000
m5d.4xlarge,m5d,4xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,64,600,True,ssd,2,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,1.904,1.168,1.268,1.298,,,,,4750,593.75,18750,4750,593.75,18750
m5d.8xlarge,m5d,8xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,128,1200,True,ssd,2,supported,default,10G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,3.808,2.336,2.436,2.466,,,,,6800,850,30000,6800,850,30000
m5d.12xlarge,m5d,12xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,192,1800,True,ssd,2,supported,default,12G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,5.712,3.504,3.604,3.634,,,,,9500,1187.5,40000,9500,1187.5,40000
m5d.16xlarge,m5d,16xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,256,2400,True,ssd,4,supported,default,20G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,7.616,4.672,4.772,4.802,,,,,13600,1700,60000,13600,1700,60000
m5d.24xlarge,m5d,24xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,384,3600,True,ssd,4,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,11.424,7.008,7.108,7.138,,,,,19000,2375,80000,19000,2375,80000
